Cosa si intende per serie di Fourier?|La serie di Fourier è la scomposizione di un segnale in componenti sinusoidali, permettendo un'analisi più efficace.  
Cosa rappresenta f nella formula della serie di Fourier?|f=1/T rappresenta la frequenza fondamentale.  
Cosa genera la distorsione nei segnali trasmessi?|La distorsione è causata dal fatto che i mezzi di trasmissione attenuano in modo non uniforme i componenti della serie di Fourier.  
Cosa significa "banda passante" in relazione alla serie di Fourier?|La banda passante è l'intervallo di frequenze trasmesse senza forte attenuazione, solitamente compresa tra 0 e la frequenza dove la potenza è attenuata del 50%.  
Qual è un pregio principale della serie di Fourier?|Un pregio è che permette uno studio più preciso del segnale scomponendolo in più componenti.  
In quali ambiti viene utilizzata la serie di Fourier?|Viene usata nelle comunicazioni per la trasmissione dei dati e per migliorare la comprensione delle onde.  
Qual è il problema principale che si cerca di risolvere con la modulazione nei segnali?|La modulazione serve a ovviare ai problemi dovuti alle attenuazioni o distorsioni nei segnali trasmessi.
Bitrate|Il bitrate è la quantità di informazioni digitali trasferite o registrate nell'unità di tempo, espressa in bit/s.  
Baudrate|Il baudrate rappresenta il numero di simboli trasmessi in un secondo.  
Qual è la differenza tra bitrate e baudrate?|Il bitrate misura la quantità di bit trasmessi, mentre il baudrate misura il numero di simboli trasmessi.  
In cosa dipende il bitrate?|Il bitrate dipende dal tipo di mezzo trasmissivo utilizzato e dalle sue condizioni fisiche.  
Come viene definita la velocità di trasmissione?|La velocità di trasmissione è anche detta banda.  
Quali sono gli ambiti d'uso del bitrate e baudrate?|Vengono utilizzati nelle reti wireless e cablate.  
Quali sono i pregi del bitrate e baudrate?|Permettono una rappresentazione quantitativa della velocità di trasmissione del mezzo.  
Cosa rappresenta un simbolo nel contesto del baudrate?|Un simbolo può corrispondere a un numero variabile di bit, a seconda delle tecniche di modulazione utilizzate.
Che cos'è il doppino? | Il doppino è un cavo composto da due conduttori di rame isolati, avvolti in forma elicoidale per annullare i campi elettromagnetici.
Quali sono le principali varietà di doppini nelle telecomunicazioni? | Le principali varietà di doppini sono UTP3 e UTP5.
Qual è la differenza tra UTP3 e UTP5? | La differenza sta nel numero di spire per centimetro: UTP3 ha meno spire per cm rispetto a UTP5, migliorando la qualità del segnale su lunghe distanze.
Quali sono i pregi dei cavi a doppino? | Costano poco e hanno una discreta velocità trasmissiva.
Quali sono i difetti dei cavi a doppino? | L'ampiezza di banda fornita non è tra le migliori e sono vulnerabili ai campi elettromagnetici.
In quali ambiti si usano i cavi a doppino? | Sono prevalentemente utilizzati nel sistema telefonico.
Che cos'è il cavo coassiale? | Il cavo coassiale è composto da un nucleo conduttore coperto da un rivestimento isolante, e da un conduttore cilindrico esterno con guaina protettiva.
Quali sono i tipi di cavo coassiale disponibili? | Ci sono cavi da 50Ω per trasmissioni digitali e da 75Ω per trasmissioni analogiche.
Quali sono i pregi del cavo coassiale? | Offre un isolamento quasi totale dai campi elettromagnetici.
Quali sono i difetti del cavo coassiale? | Su lunghi tratti non è molto efficiente in termini di banda e viene spesso sostituito dalla fibra ottica.
In quali ambiti si usa il cavo coassiale? | È molto utilizzato per le reti metropolitane e le televisioni via cavo.
Che cos'è la fibra ottica? | La fibra ottica è un mezzo di trasmissione che usa segnali luminosi, composto da un nucleo di vetro, rivestimento di vetro e strato di plastica protettivo.
Quali sono i due tipi di fibra ottica? | I due tipi di fibra ottica sono la monomodale e la multimodale.
Qual è la differenza tra fibra ottica monomodale e multimodale? | La monomodale è usata per lunghe distanze e permette alla luce di propagarsi in linea retta, mentre la multimodale permette a più raggi di rimbalzare ad angoli diversi.Quali sono i tre tipi principali di satelliti? | GEO, MEO e LEO  
Qual è la caratteristica principale dei satelliti GEO? | Sono geostazionari e mantengono una posizione fissa rispetto alla Terra.  
Che tipo di satelliti si trovano tra la fascia di Van Allen inferiore e quella superiore? | Satelliti MEO (Medium Earth Orbit).  
Qual è il periodo orbitale dei satelliti LEO? | I satelliti LEO hanno un periodo orbitale molto breve e si spostano rapidamente.  
Quanto tempo impiega un satellite MEO a compiere un giro attorno alla Terra? | 6 ore.  
Qual è un esempio di satelliti MEO? | I satelliti del servizio GPS.  
Come funziona il sistema di satelliti Iridium? | Utilizza 66 satelliti che forniscono servizi di comunicazione a livello globale.  
Qual è la differenza principale tra Iridium e Globalstar? | Globalstar riporta il segnale sulla Terra e non gestisce la comunicazione nello spazio.  
Perché sono importanti i satelliti nel connettere aree inospitali? | Forniscono connessione dove le infrastrutture terrestri sono assenti o inadeguate.  
Quali sono i vantaggi principali dei satelliti rispetto alla fibra ottica? | Facilità di utilizzo e capacità di servire aree remote.  
Qual è uno svantaggio dei satelliti rispetto alla fibra ottica? | Le fibre ottiche offrono velocità di trasmissione superiori.  
In quali ambiti i satelliti trovano applicazione? | Nelle comunicazioni mobile, nelle trasmissioni broadcast e in aree prive di infrastrutture.  
Cosa sono i transponder nei satelliti di comunicazione? | Ricetrasmettitori che amplificano e ritrasmettono segnali elettromagnetici.  
Qual è la capacità massima di satelliti GEO in orbita? | Circa 180 satelliti.  
Qual è il principale fattore che determina la collocazione di un satellite? | Il periodo orbitale.
Cos'è la modulazione di frequenza?|La modulazione di frequenza è una tecnica di trasmissione che varia la frequenza dell'onda portante per trasmettere informazioni.  
Quali sono i vantaggi della modulazione di frequenza rispetto alla modulazione in ampiezza?|La modulazione di frequenza è meno sensibile ai disturbi e offre una trasmissione di miglior qualità.  
Qual è l'efficienza energetica della modulazione di frequenza?|L'efficienza energetica è maggiore, poiché la potenza del segnale modulato FM è esclusivamente quella della portante.  
Che problemi riduce la modulazione di frequenza?|Riduce i problemi di attenuazione e distorsione della linea.  
Quali sono i difetti della modulazione di frequenza?|Necessita di circuiti complessi sia per la generazione che per la ricezione del segnale.  
In quali ambiti viene utilizzata principalmente la modulazione di frequenza?|Viene utilizzata soprattutto in ambito di broadcasting commerciale.  
Qual è l'intervallo di frequenze comunemente utilizzato per la modulazione di frequenza?|L'intervallo comune è compreso tra 1000 e 2000 Hz.  
Perché la trasmissione in banda base è adatta solo a basse velocità e brevi distanze?|Perché subisce forte attenuazione e distorsione, rendendo difficile l'invio di informazioni.  
Cosa è necessario per la modulazione della portante in FM?|È necessaria la variazione della frequenza dell'onda portante per trasmettere informazioni.  
Perché la modulazione di frequenza è più utilizzata della modulazione in ampiezza nel broadcasting?|Per la sua maggiore resistenza ai disturbi e la migliore qualità di trasmissione.
Cos'è la modulazione delta? | La modulazione delta è un metodo di digitalizzazione e compressione di un segnale analogico, utilizzato nel campo della digitalizzazione dei segnali telefonici.  
Qual è il principio alla base della modulazione delta? | Si basa sulla differenza di valore tra il valore precedente e quello successivo, rappresentata da 1 bit.  
Come vengono rappresentati i cambiamenti nel segnale nella modulazione delta? | Se il segnale successivo è più alto di quello precedente, viene rappresentato da 1; altrimenti, da 0.  
Qual è un vantaggio della modulazione delta? | Permette di comprimere e digitalizzare il segnale analogico, gravando meno sulle linee e consentendo comunicazioni più veloci.  
Qual è un difetto della modulazione delta? | Se il segnale cambia troppo velocemente, si può avere una perdita di dati.  
In quali ambiti viene utilizzata la modulazione delta? | Viene utilizzata nelle comunicazioni satellitari e nelle comunicazioni voce.  
In che modo la modulazione delta differisce dalla differential pulse code modulation? | La modulazione delta rappresenta le variazioni del segnale con 1 bit, mentre la differential pulse code modulation utilizza una scala di +-16 espressa tramite 5 bit.  
Perché la modulazione delta è efficace per i segnali telefonici? | Perché il segnale cambia relativamente lentamente rispetto alla frequenza di campionamento, rendendo gran parte dell'informazione ridondante.
Cos'è il GSM? | Il GSM (Global System for Mobile connection) è un sistema di telefonia mobile di seconda generazione che utilizza la voce digitale.  
Quali sono le quattro tipologie di celle nella struttura del GSM? | Le celle macro, micro, pico e umbrella.  
Qual è il raggio massimo delle celle macro nel GSM? | La cella macro ha un raggio massimo di 35 km.  
